,SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,SOURCE,MLS#,LATITUDE,LONGITUDE
4237,New Construction Plan,Single Family Residential,Noland Elite,Apex,NC,27502,486995.0,3.0,3.0,Retreat at Cedar Crossing,2201.0,,,,221.0,,NewHomeSource.com,Plan-161871303,35.73477,-78.943719
4238,New Construction Plan,Single Family Residential,Union,West End,NC,27376,329900.0,4.0,2.5,Gretchen Pines,2200.0,,,,150.0,,NewHomeSource.com,Plan-161892093,35.253075,-79.549274
4239,New Construction Plan,Single Family Residential,Langley,Holly Springs,NC,27540,524990.0,5.0,2.5,Honeycutt Farm,3633.0,,,,145.0,,NewHomeSource.com,Plan-161906923,35.619639,-78.849474
4240,New Construction Plan,Single Family Residential,Harley,Durham,NC,27703,379990.0,2.0,2.0,Fendol Farms - Residences II Collection,1873.0,,,,203.0,,NewHomeSource.com,Plan-161670822,35.9410359,-78.7873815
4241,New Construction Plan,Single Family Residential,Mayflower III,Angier,NC,27501,342990.0,4.0,3.0,Bellewood - Summit Collection,2472.0,,,,139.0,,NewHomeSource.com,Plan-161776452,35.5352,-78.747
4242,New Construction Plan,Single Family Residential,Carson,Durham,NC,27703,379990.0,3.0,2.5,Brighton Station,2007.0,,,,189.0,,NewHomeSource.com,Plan-161880262,35.948464,-78.845696
4243,New Construction Plan,Single Family Residential,Opal,Fuquay Varina,NC,27526,325990.0,3.0,2.5,South & Main Townhomes,1818.0,,,,179.0,,NewHomeSource.com,Plan-161873402,35.569543,-78.799419
4244,New Construction Plan,Single Family Residential,The Payton,Youngsville,NC,27596,289990.0,3.0,2.5,Oak Park,1820.0,,,,159.0,,NewHomeSource.com,Plan-161756642,36.067884,-78.455334
4245,New Construction Plan,Single Family Residential,Plan 2338,Youngsville,NC,27596,362990.0,3.0,2.5,Freeman Farms,2338.0,,,,155.0,,NewHomeSource.com,Plan-161855342,36.051855,-78.5094742
4246,New Construction Plan,Single Family Residential,Noland,Apex,NC,27502,452995.0,3.0,2.0,Retreat at Cedar Crossing,1877.0,,,,241.0,,NewHomeSource.com,Plan-161871302,35.73477,-78.943719
4247,New Construction Plan,Single Family Residential,The Morgan,Sanford,NC,27330,301900.0,4.0,2.5,Lexington Farms,2400.0,,,,126.0,,NewHomeSource.com,Plan-161863882,35.437883,-79.104347
4248,New Construction Plan,Single Family Residential,The Beaufain,Chapel Hill,NC,27517,697000.0,3.0,2.5,Legend Oaks,2777.0,,,,251.0,,NewHomeSource.com,Plan-161750691,35.8400472,-79.0873107
4249,New Construction Plan,Single Family Residential,Tryon III,Angier,NC,27501,365990.0,5.0,4.0,Bellewood - Summit Collection,3037.0,,,,121.0,,NewHomeSource.com,Plan-161776451,35.5352,-78.747
4250,New Construction Plan,Single Family Residential,Shiloh,Durham,NC,27703,408990.0,4.0,3.0,Brighton Station,2518.0,,,,162.0,,NewHomeSource.com,Plan-161880261,35.948464,-78.845696
4251,New Construction Plan,Single Family Residential,Jade,Fuquay Varina,NC,27526,326990.0,3.0,2.5,South & Main Townhomes,1829.0,,,,179.0,,NewHomeSource.com,Plan-161873401,35.569543,-78.799419
4252,New Construction Plan,Single Family Residential,The Winslow,Jamestown,NC,27282,405400.0,4.0,2.5,Wrenn Farm Village,3614.0,,,,112.0,,NewHomeSource.com,Plan-161583321,35.990668,-79.958519
4253,New Construction Plan,Single Family Residential,Plan 2177,Youngsville,NC,27596,356990.0,3.0,2.5,Freeman Farms,2177.0,,,,164.0,,NewHomeSource.com,Plan-161855341,36.051855,-78.5094742
4254,New Construction Plan,Single Family Residential,Maron Elite,Apex,NC,27502,481995.0,3.0,3.0,Retreat at Cedar Crossing,2231.0,,,,216.0,,NewHomeSource.com,Plan-161871301,35.73477,-78.943719
4255,New Construction Plan,Single Family Residential,Landrum III,Angier,NC,27501,357990.0,5.0,3.0,Bellewood - Summit Collection,2613.0,,,,137.0,,NewHomeSource.com,Plan-161776450,35.5352,-78.747
4256,New Construction Plan,Single Family Residential,Amber,Fuquay Varina,NC,27526,305990.0,3.0,2.5,South & Main Townhomes,1597.0,,,,192.0,,NewHomeSource.com,Plan-161873400,35.569543,-78.799419
4257,New Construction Plan,Single Family Residential,The Piedmont,Youngsville,NC,27596,294990.0,4.0,2.5,Oak Park,2135.0,,,,138.0,,NewHomeSource.com,Plan-161756640,36.067884,-78.455334
4258,New Construction Plan,Single Family Residential,The Wagner,Winston-Salem,NC,27127,287400.0,3.0,2.5,Bridgton Place,2378.0,,,,121.0,,NewHomeSource.com,Plan-161858140,36.025004,-80.250977
4259,New Construction Plan,Single Family Residential,The Montcrest,Jamestown,NC,27282,347300.0,3.0,2.5,Wrenn Farm Village,1836.0,,,,189.0,,NewHomeSource.com,Plan-161583320,35.991265,-79.959086
4260,New Construction Plan,Single Family Residential,Plan 2074,Youngsville,NC,27596,355990.0,4.0,2.0,Freeman Farms,2074.0,,,,172.0,,NewHomeSource.com,Plan-161855340,36.051855,-78.5094742
4261,New Construction Plan,Single Family Residential,Maron,Apex,NC,27502,445995.0,3.0,2.0,Retreat at Cedar Crossing,1769.0,,,,252.0,,NewHomeSource.com,Plan-161871300,35.73477,-78.943719
4262,New Construction Plan,Single Family Residential,The Elm B,Clayton,NC,27527,380900.0,4.0,2.5,Sierra Heights,2823.0,,,,135.0,,NewHomeSource.com,Plan-161863810,35.614407,-78.374339
4263,New Construction Plan,Single Family Residential,The Talbot,Holly Springs,NC,27540,459990.0,3.0,2.5,12 Oaks,2067.0,,,,223.0,,NewHomeSource.com,Plan-161841270,35.679274,-78.864952
4264,New Construction Plan,Single Family Residential,Beech,Chapel Hill,NC,27517,465990.0,4.0,3.5,Legacy at Jordan Lake,2874.0,,,,162.0,,NewHomeSource.com,Plan-161800529,35.763561,-79.060038
4265,New Construction Plan,Single Family Residential,Clayton III,Angier,NC,27501,325990.0,3.0,2.0,Bellewood - Summit Collection,1821.0,,,,179.0,,NewHomeSource.com,Plan-161776449,35.5352,-78.747
4266,New Construction Plan,Single Family Residential,The Devin,Fuquay Varina,NC,27526,399700.0,3.0,2.5,Arlington Meadows,2098.0,,,,191.0,,NewHomeSource.com,Plan-161806759,35.559581,-78.7860055
4267,New Construction Plan,Single Family Residential,The Calhoun,Winston-Salem,NC,27127,274400.0,3.0,2.5,Bridgton Place,2016.0,,,,136.0,,NewHomeSource.com,Plan-161858139,36.025004,-80.250977
4268,New Construction Plan,Single Family Residential,The Devin,Jamestown,NC,27282,337400.0,3.0,2.5,Wrenn Farm Village,2098.0,,,,161.0,,NewHomeSource.com,Plan-161583319,35.991265,-79.959086
4269,New Construction Plan,Single Family Residential,Waterstone,Fuquay Varina,NC,27526,461990.0,4.0,3.0,Stonecreek,3320.0,,,,139.0,,NewHomeSource.com,Plan-161602989,35.633353,-78.763289
4270,New Construction Plan,Single Family Residential,Plan 1896,Youngsville,NC,27596,346990.0,3.0,2.5,Freeman Farms,1896.0,,,,183.0,,NewHomeSource.com,Plan-161855339,36.051855,-78.5094742
4271,New Construction Plan,Single Family Residential,Costello,Clayton,NC,27527,500900.0,3.0,3.5,Portofino,3116.0,,,,161.0,,NewHomeSource.com,Plan-161904619,35.6371554,-78.3561109
4272,New Construction Plan,Single Family Residential,Dessen Elite,Apex,NC,27502,479995.0,2.0,3.0,Retreat at Cedar Crossing,2040.0,,,,235.0,,NewHomeSource.com,Plan-161871299,35.73477,-78.943719
4273,New Construction Plan,Single Family Residential,The Graham,Holly Springs,NC,27540,466990.0,3.0,2.5,12 Oaks,2145.0,,,,218.0,,NewHomeSource.com,Plan-161841269,35.679274,-78.864952
4274,New Construction Plan,Single Family Residential,Galvani II,Chapel Hill,NC,27517,523990.0,5.0,4.0,Legacy at Jordan Lake,3454.0,,,,152.0,,NewHomeSource.com,Plan-161814808,35.7604,-79.062
4275,New Construction Plan,Single Family Residential,Norwood,Fuquay Varina,NC,27526,413990.0,5.0,3.0,Geneva - Sterling Collection,2909.0,,,,142.0,,NewHomeSource.com,Plan-161863178,35.558866,-78.783727
4276,New Construction Plan,Single Family Residential,The Somerset,Winston-Salem,NC,27127,282400.0,3.0,2.5,Bridgton Place,2267.0,,,,125.0,,NewHomeSource.com,Plan-161858138,36.025004,-80.250977
4277,New Construction Plan,Single Family Residential,The Riley,High Point,NC,27265,384900.0,4.0,2.5,Boulding Branch Estates,2900.0,,,,133.0,,NewHomeSource.com,Plan-161872768,35.9960378,-79.9819723
4278,New Construction Plan,Single Family Residential,Stonebrook,Fuquay Varina,NC,27526,420990.0,4.0,2.5,Stonecreek,2744.0,,,,153.0,,NewHomeSource.com,Plan-161602988,35.633353,-78.763289
4279,New Construction Plan,Single Family Residential,Plan 1844,Youngsville,NC,27596,343990.0,4.0,2.0,Freeman Farms,1844.0,,,,187.0,,NewHomeSource.com,Plan-161855338,36.051855,-78.5094742
4280,New Construction Plan,Single Family Residential,The Gaston,Rolesville,NC,27571,432990.0,3.0,2.5,Elizabeth Springs,2125.0,,,,204.0,,NewHomeSource.com,Plan-161879768,35.9457135,-78.455523
4281,New Construction Plan,Single Family Residential,Dessen,Apex,NC,27502,439995.0,2.0,2.0,Retreat at Cedar Crossing,1644.0,,,,268.0,,NewHomeSource.com,Plan-161871298,35.73477,-78.943719
4282,New Construction Plan,Single Family Residential,The Carlyle,Clayton,NC,27520,328900.0,3.0,2.5,Winston Pointe South,2144.0,,,,153.0,,NewHomeSource.com,Plan-161804028,35.638167,-78.51868
4283,New Construction Plan,Single Family Residential,Edison II,Chapel Hill,NC,27517,490990.0,5.0,3.0,Legacy at Jordan Lake,2878.0,,,,171.0,,NewHomeSource.com,Plan-161814807,35.7604,-79.062
4284,New Construction Plan,Single Family Residential,Winstead III,Fuquay Varina,NC,27526,403990.0,4.0,3.0,Geneva - Sterling Collection,2729.0,,,,148.0,,NewHomeSource.com,Plan-161863177,35.558866,-78.783727
4285,New Construction Plan,Single Family Residential,The Bayside,Fuquay Varina,NC,27526,408400.0,3.0,2.0,Arlington Meadows,1680.0,,,,243.0,,NewHomeSource.com,Plan-161806757,35.559581,-78.7860055
4286,New Construction Plan,Single Family Residential,The Liam,Winston-Salem,NC,27127,276400.0,3.0,2.5,Bridgton Place,2148.0,,,,129.0,,NewHomeSource.com,Plan-161858137,36.025004,-80.250977
4287,New Construction Plan,Single Family Residential,The Winslow,High Point,NC,27265,413900.0,4.0,2.5,Boulding Branch Estates,3500.0,,,,118.0,,NewHomeSource.com,Plan-161872767,35.9960378,-79.9819723
4288,New Construction Plan,Single Family Residential,Mercer,Fuquay Varina,NC,27526,415990.0,3.0,2.5,Stonecreek,2579.0,,,,161.0,,NewHomeSource.com,Plan-161602987,35.633353,-78.763289
4289,New Construction Plan,Single Family Residential,Hayden,Durham,NC,27713,352990.0,3.0,2.5,Alexander Place,1805.0,,,,196.0,,NewHomeSource.com,Plan-161775677,35.881654,-78.890361
4290,New Construction Plan,Single Family Residential,Plan 1702 Modeled,Youngsville,NC,27596,332990.0,3.0,2.5,Freeman Farms,1702.0,,,,196.0,,NewHomeSource.com,Plan-161855337,36.051855,-78.5094742
4291,New Construction Plan,Single Family Residential,Decker,Fuquay Varina,NC,27526,380900.0,3.0,2.5,Bent Tree,2332.0,,,,163.0,,NewHomeSource.com,Plan-161874285,35.5738547,-78.8196127
4292,New Construction Plan,Single Family Residential,Laramore,Fuquay Varina,NC,27526,382900.0,3.0,2.5,Bent Tree,2507.0,,,,153.0,,NewHomeSource.com,Plan-161874286,35.5738547,-78.8196127
4293,New Construction Plan,Single Family Residential,Pierce,Fuquay Varina,NC,27526,385900.0,3.0,2.5,Bent Tree,2655.0,,,,145.0,,NewHomeSource.com,Plan-161874287,35.5738547,-78.8196127
4294,New Construction Plan,Single Family Residential,Cameron,Garner,NC,27529,393900.0,4.0,2.5,Oak Park,2500.0,,,,158.0,,NewHomeSource.com,Plan-161874306,35.655785,-78.595598
4295,New Construction Plan,Single Family Residential,Amelia,Holly Springs,NC,27540,369900.0,3.0,2.5,Briar Gate,2388.0,,,,155.0,,NewHomeSource.com,Plan-161874289,35.597165,-78.821673
4296,New Construction Plan,Single Family Residential,Evelyn,Holly Springs,NC,27540,352900.0,3.0,2.0,Briar Gate,1987.0,,,,178.0,,NewHomeSource.com,Plan-161874290,35.597165,-78.821673
4297,New Construction Plan,Single Family Residential,Gaines,Holly Springs,NC,27540,382900.0,4.0,2.5,Briar Gate,2676.0,,,,143.0,,NewHomeSource.com,Plan-161874292,35.597165,-78.821673
4298,New Construction Plan,Single Family Residential,Harper,Holly Springs,NC,27540,348900.0,3.0,2.5,Briar Gate,2117.0,,,,165.0,,NewHomeSource.com,Plan-161874293,35.597165,-78.821673
4299,New Construction Plan,Single Family Residential,Harrison,Holly Springs,NC,27540,333900.0,3.0,2.0,Briar Gate,1729.0,,,,193.0,,NewHomeSource.com,Plan-161874294,35.597165,-78.821673
4300,New Construction Plan,Single Family Residential,Logan,Holly Springs,NC,27540,354900.0,3.0,2.5,Briar Gate,2298.0,,,,154.0,,NewHomeSource.com,Plan-161874295,35.597165,-78.821673
4301,New Construction Plan,Single Family Residential,Mason,Holly Springs,NC,27540,369900.0,3.0,2.5,Briar Gate,2515.0,,,,147.0,,NewHomeSource.com,Plan-161874296,35.597165,-78.821673
4302,New Construction Plan,Single Family Residential,Nolan,Holly Springs,NC,27540,399900.0,4.0,2.5,Briar Gate,3058.0,,,,131.0,,NewHomeSource.com,Plan-161874297,35.597165,-78.821673
4303,New Construction Plan,Single Family Residential,Alston Elite,Apex,NC,27502,442995.0,2.0,3.0,Retreat at Cedar Crossing,1754.0,,,,253.0,,NewHomeSource.com,Plan-161871297,35.73477,-78.943719
4304,New Construction Plan,Single Family Residential,The Campbell,Clayton,NC,27520,312900.0,3.0,2.0,Winston Pointe South,1808.0,,,,173.0,,NewHomeSource.com,Plan-161804027,35.638167,-78.51868
4305,New Construction Plan,Single Family Residential,Somerset III,Fuquay Varina,NC,27526,398990.0,4.0,3.0,Geneva - Sterling Collection,2581.0,,,,155.0,,NewHomeSource.com,Plan-161863176,35.558866,-78.783727
4306,New Construction Plan,Single Family Residential,The Wakefield,Fuquay Varina,NC,27526,539900.0,4.0,3.5,Arlington Meadows,3187.0,,,,169.0,,NewHomeSource.com,Plan-161806756,35.559581,-78.7860055
4307,New Construction Plan,Single Family Residential,The Knox,Winston-Salem,NC,27127,265400.0,3.0,2.5,Bridgton Place,1819.0,,,,146.0,,NewHomeSource.com,Plan-161858136,36.025004,-80.250977
4308,New Construction Plan,Single Family Residential,The Wakefield,Jamestown,NC,27282,406400.0,4.0,3.5,Wrenn Farm Village,3518.0,,,,116.0,,NewHomeSource.com,Plan-161583316,35.990668,-79.958519
4309,New Construction Plan,Single Family Residential,The Riley,Pfafftown,NC,27040,384400.0,3.0,2.5,Skylark Acres,2985.0,,,,129.0,,NewHomeSource.com,Plan-161840356,36.156738,-80.384237
4310,New Construction Plan,Single Family Residential,The Wakefield,High Point,NC,27265,414900.0,4.0,2.5,Boulding Branch Estates,3518.0,,,,118.0,,NewHomeSource.com,Plan-161872766,35.9960378,-79.9819723
4311,New Construction Plan,Single Family Residential,Furman,Fuquay Varina,NC,27526,431990.0,4.0,2.5,Stonecreek,2816.0,,,,153.0,,NewHomeSource.com,Plan-161602986,35.633353,-78.763289
4312,New Construction Plan,Single Family Residential,Plan 1582 Modeled,Youngsville,NC,27596,330990.0,3.0,2.0,Freeman Farms,1582.0,,,,209.0,,NewHomeSource.com,Plan-161855336,36.051855,-78.5094742
4313,New Construction Plan,Single Family Residential,Alston,Apex,NC,27502,419995.0,2.0,2.0,Retreat at Cedar Crossing,1432.0,,,,293.0,,NewHomeSource.com,Plan-161871296,35.73477,-78.943719
4314,New Construction Plan,Single Family Residential,The Buffington,Clayton,NC,27520,333900.0,4.0,2.5,Winston Pointe South,2548.0,,,,131.0,,NewHomeSource.com,Plan-161804026,35.638167,-78.51868
4315,New Construction Plan,Single Family Residential,Jordan,Princeton,NC,27569,309900.0,4.0,3.0,Gander Lake,2405.0,,,,129.0,,NewHomeSource.com,Plan-161622935,35.4843727,-78.1132954
4316,New Construction Plan,Single Family Residential,Eastman III,Chapel Hill,NC,27517,508990.0,5.0,4.0,Legacy at Jordan Lake,3164.0,,,,161.0,,NewHomeSource.com,Plan-161895585,35.7604,-79.062
4317,New Construction Plan,Single Family Residential,Davidson,Fuquay Varina,NC,27526,373990.0,4.0,3.0,Geneva - Hanover Collection,2132.0,,,,175.0,,NewHomeSource.com,Plan-161863175,35.558866,-78.783727
4318,New Construction Plan,Single Family Residential,The Winslow,Fuquay Varina,NC,27526,534700.0,4.0,2.5,Arlington Meadows,3614.0,,,,148.0,,NewHomeSource.com,Plan-161806755,35.559581,-78.7860055
4319,New Construction Plan,Single Family Residential,The Kipling,Pfafftown,NC,27040,373900.0,3.0,2.5,Skylark Acres,2764.0,,,,135.0,,NewHomeSource.com,Plan-161840355,36.156738,-80.384237
4320,New Construction Plan,Single Family Residential,The Wagner,High Point,NC,27265,351400.0,3.0,2.5,Boulding Branch Estates,2378.0,,,,148.0,,NewHomeSource.com,Plan-161872765,35.9960378,-79.9819723
4321,New Construction Plan,Single Family Residential,Foxfield,Fuquay Varina,NC,27526,417990.0,3.0,2.5,Stonecreek,2564.0,,,,163.0,,NewHomeSource.com,Plan-161602985,35.633353,-78.763289
4322,New Construction Plan,Single Family Residential,Mitchell,Garner,NC,27529,434990.0,4.0,2.5,Buffaloe Grove,2956.0,,,,147.0,,NewHomeSource.com,Plan-161883615,35.6866484,-78.6423339
4323,New Construction Plan,Single Family Residential,Plan 1445,Youngsville,NC,27596,321990.0,3.0,2.0,Freeman Farms,1445.0,,,,223.0,,NewHomeSource.com,Plan-161855335,36.051855,-78.5094742
4324,New Construction Plan,Single Family Residential,Quinton,Fuquay Varina,NC,27526,411900.0,4.0,2.5,Bent Tree,2899.0,,,,142.0,,NewHomeSource.com,Plan-161874288,35.5738547,-78.8196127
4325,New Construction Plan,Single Family Residential,The Avery,Clayton,NC,27520,340900.0,3.0,3.0,Winston Pointe South,2404.0,,,,142.0,,NewHomeSource.com,Plan-161804025,35.638167,-78.51868
4326,New Construction Plan,Single Family Residential,The Crabtree,Chapel Hill,NC,27517,547638.0,4.0,3.5,Legend Oaks,3397.0,,,,161.0,,NewHomeSource.com,Plan-161544464,35.8400472,-79.0873107
4327,New Construction Plan,Single Family Residential,Vanderburgh,Holly Springs,NC,27540,706800.0,5.0,3.0,Lochridge - The Estates - 95',3558.0,,,,199.0,,NewHomeSource.com,Plan-161843994,35.625695,-78.895297
4328,New Construction Plan,Single Family Residential,Tyson,Apex,NC,27502,535990.0,4.0,3.5,Smith Farm - Bluffs Collection,3225.0,,,,166.0,,NewHomeSource.com,Plan-161546354,35.7338,-78.9248
4329,New Construction Plan,Single Family Residential,Chadwick,Fuquay Varina,NC,27526,363990.0,3.0,2.5,Geneva - Hanover Collection,1924.0,,,,189.0,,NewHomeSource.com,Plan-161863174,35.558866,-78.783727
4330,New Construction Plan,Single Family Residential,The Riley,Fuquay Varina,NC,27526,470100.0,3.0,2.5,Arlington Meadows,2985.0,,,,157.0,,NewHomeSource.com,Plan-161806754,35.559581,-78.7860055
4331,New Construction Plan,Single Family Residential,The Huntley,Pfafftown,NC,27040,367400.0,3.0,2.5,Skylark Acres,2627.0,,,,140.0,,NewHomeSource.com,Plan-161840354,36.156738,-80.384237
4332,New Construction Plan,Single Family Residential,The Devin,Winston-Salem,NC,27106,270400.0,3.0,2.5,Murray Place,2098.0,,,,129.0,,NewHomeSource.com,Plan-161869054,36.187269,-80.308758
4333,New Construction Plan,Single Family Residential,The Vale,High Point,NC,27265,362400.0,2.0,2.0,Boulding Branch Estates,2000.0,,,,181.0,,NewHomeSource.com,Plan-161872764,35.9960378,-79.9819723
4334,New Construction Plan,Single Family Residential,Hampton,Garner,NC,27529,403990.0,4.0,2.5,Buffaloe Grove,2622.0,,,,154.0,,NewHomeSource.com,Plan-161883614,35.6866484,-78.6423339
4335,New Construction Plan,Single Family Residential,Duke,Apex,NC,27502,834995.0,4.0,3.5,Willow Hills,3665.0,,,,228.0,,NewHomeSource.com,Plan-161877664,35.730756,-78.94517
4336,New Construction Plan,Single Family Residential,Wilmington 2865,Princeton,NC,27569,319900.0,4.0,3.0,Gander Lake,2865.0,,,,112.0,,NewHomeSource.com,Plan-161325433,35.484403,-78.1133453
4337,New Construction Plan,Single Family Residential,Huntley,Apex,NC,27502,523990.0,4.0,3.0,Smith Farm - Bluffs Collection,2945.0,,,,178.0,,NewHomeSource.com,Plan-161546353,35.7338,-78.9248
4338,New Construction Plan,Single Family Residential,Oakley,Fuquay Varina,NC,27526,354990.0,3.0,2.5,Geneva - Hanover Collection,1867.0,,,,190.0,,NewHomeSource.com,Plan-161863173,35.558866,-78.783727
4339,New Construction Plan,Single Family Residential,Pinehall,Cary,NC,27519,389990.0,3.0,2.5,Brickyard Townhomes,1856.0,,,,210.0,,NewHomeSource.com,Plan-161760343,35.838902,-78.879747
4340,New Construction Plan,Single Family Residential,The Jasper,Fuquay Varina,NC,27526,401300.0,3.0,2.5,Arlington Meadows,2309.0,,,,174.0,,NewHomeSource.com,Plan-161806753,35.559581,-78.7860055
4341,New Construction Plan,Single Family Residential,The Lenox,Pfafftown,NC,27040,348400.0,3.0,2.5,Skylark Acres,2429.0,,,,143.0,,NewHomeSource.com,Plan-161840353,36.156738,-80.384237
4342,New Construction Plan,Single Family Residential,The Tate,High Point,NC,27265,360900.0,3.0,2.5,Boulding Branch Estates,2257.0,,,,160.0,,NewHomeSource.com,Plan-161872763,35.9960378,-79.9819723
4343,New Construction Plan,Single Family Residential,Continental,Fuquay Varina,NC,27526,428990.0,4.0,2.5,Stonecreek,2869.0,,,,150.0,,NewHomeSource.com,Plan-161602983,35.633353,-78.763289
4344,New Construction Plan,Single Family Residential,Murray,Garner,NC,27529,389990.0,3.0,2.5,Buffaloe Grove,2350.0,,,,166.0,,NewHomeSource.com,Plan-161883613,35.6866484,-78.6423339
4345,New Construction Plan,Single Family Residential,Plan 2939,Fuquay Varina,NC,27526,392990.0,4.0,2.5,Highland Grove,2939.0,,,,134.0,,NewHomeSource.com,Plan-161873183,35.511983,-78.869641
4346,New Construction Plan,Single Family Residential,Destin,Apex,NC,27502,874995.0,4.0,3.5,Willow Hills,3797.0,,,,230.0,,NewHomeSource.com,Plan-161877663,35.730756,-78.94517
4347,New Construction Plan,Single Family Residential,The Palmer,Clayton,NC,27520,364900.0,4.0,3.5,Winston Pointe South,2934.0,,,,124.0,,NewHomeSource.com,Plan-161804023,35.638167,-78.51868
4348,New Construction Plan,Single Family Residential,Roosevelt,Princeton,NC,27569,359900.0,4.0,3.0,Gander Lake,3453.0,,,,104.0,,NewHomeSource.com,Plan-161325432,35.4843727,-78.1132954
4349,New Construction Plan,Single Family Residential,Redbud,Princeton,NC,27569,333900.0,4.0,3.0,Gander Lake,3225.0,,,,104.0,,NewHomeSource.com,Plan-161424482,35.484403,-78.1133453
4350,New Construction Plan,Single Family Residential,Bayfield,Apex,NC,27502,508990.0,4.0,3.0,Smith Farm - Bluffs Collection,2684.0,,,,190.0,,NewHomeSource.com,Plan-161546352,35.7338,-78.9248
4351,New Construction Plan,Single Family Residential,The Montcrest,Fuquay Varina,NC,27526,437300.0,3.0,2.0,Arlington Meadows,1836.0,,,,238.0,,NewHomeSource.com,Plan-161806752,35.559581,-78.7860055
4352,New Construction Plan,Single Family Residential,The Jasper,Pfafftown,NC,27040,340400.0,3.0,2.5,Skylark Acres,2309.0,,,,147.0,,NewHomeSource.com,Plan-161840352,36.156738,-80.384237
4353,New Construction Plan,Single Family Residential,The Somerset,High Point,NC,27265,347400.0,3.0,2.5,Boulding Branch Estates,2267.0,,,,153.0,,NewHomeSource.com,Plan-161872762,35.9960378,-79.9819723
4354,New Construction Plan,Single Family Residential,Amberwood,Fuquay Varina,NC,27526,407990.0,3.0,2.5,Stonecreek,2321.0,,,,176.0,,NewHomeSource.com,Plan-161602982,35.633353,-78.763289
4355,New Construction Plan,Single Family Residential,Aspire,Garner,NC,27529,384990.0,3.0,2.5,Buffaloe Grove,2260.0,,,,170.0,,NewHomeSource.com,Plan-161883612,35.6866484,-78.6423339
4356,New Construction Plan,Single Family Residential,The Curator,Fuquay Varina,NC,27526,379990.0,2.0,2.0,Adalyn Place,1767.0,,,,215.0,,NewHomeSource.com,Plan-161772662,35.583382,-78.781901
4357,New Construction Plan,Single Family Residential,Hollister,Apex,NC,27502,944995.0,4.0,3.5,Willow Hills,4320.0,,,,219.0,,NewHomeSource.com,Plan-161877662,35.730756,-78.94517
4358,New Construction Plan,Single Family Residential,Holmes Urban,Wake Forest,NC,27587,370800.0,3.0,3.5,Charleston Traditions at Bowling Green,2213.0,,,,168.0,,NewHomeSource.com,Plan-161875002,35.962841,-78.479699
4359,New Construction Plan,Single Family Residential,Bradley II,Willow Spring,NC,27592,558500.0,4.0,2.5,Bloomfield Estates,2635.0,,,,212.0,,NewHomeSource.com,Plan-161810249,35.586625,-78.710467
4360,New Construction Plan,Single Family Residential,Finley,Willow Spring,NC,27592,492500.0,3.0,3.0,Bloomfield Estates,1996.0,,,,247.0,,NewHomeSource.com,Plan-161810250,35.586625,-78.710467
4361,New Construction Plan,Single Family Residential,Hadley,Willow Spring,NC,27592,564700.0,3.0,2.5,Bloomfield Estates,3024.0,,,,187.0,,NewHomeSource.com,Plan-161810251,35.586625,-78.710467
4362,New Construction Plan,Single Family Residential,The Heatherly,Fuquay Varina,NC,27526,375500.0,4.0,2.5,Meadow Bluffs,2451.0,,,,153.0,,NewHomeSource.com,Plan-161835381,35.6196499,-78.7527962
4363,New Construction Plan,Single Family Residential,Jackson,Princeton,NC,27569,369900.0,4.0,4.0,Gander Lake,3480.0,,,,106.0,,NewHomeSource.com,Plan-161325431,35.4843727,-78.1132954
4364,New Construction Plan,Single Family Residential,Monaco II,Apex,NC,27502,597990.0,5.0,4.5,Smith Farm - Farmhouse Collection,3388.0,,,,177.0,,NewHomeSource.com,Plan-161534309,35.7338,-78.9248
4365,New Construction Plan,Single Family Residential,Galvani II,Apex,NC,27502,605990.0,5.0,4.0,Smith Farm - Farmhouse Collection,3453.0,,,,175.0,,NewHomeSource.com,Plan-161534310,35.7338,-78.9248
4366,New Construction Plan,Single Family Residential,Fairview,Cary,NC,27519,404990.0,3.0,2.5,Brickyard Townhomes,1970.0,,,,206.0,,NewHomeSource.com,Plan-161760339,35.838902,-78.879747
4367,New Construction Plan,Single Family Residential,Ashlar,Cary,NC,27519,415990.0,3.0,2.5,Brickyard Townhomes,2075.0,,,,200.0,,NewHomeSource.com,Plan-161760340,35.838902,-78.879747
4368,New Construction Plan,Single Family Residential,The Huntley,Fuquay Varina,NC,27526,431500.0,3.0,2.5,Arlington Meadows,2627.0,,,,164.0,,NewHomeSource.com,Plan-161806749,35.559581,-78.7860055
4369,New Construction Plan,Single Family Residential,The Kipling,Fuquay Varina,NC,27526,451500.0,3.0,2.0,Arlington Meadows,2764.0,,,,163.0,,NewHomeSource.com,Plan-161806750,35.559581,-78.7860055
4370,New Construction Plan,Single Family Residential,The Dawson,Pfafftown,NC,27040,305900.0,3.0,2.5,Skylark Acres,1690.0,,,,181.0,,NewHomeSource.com,Plan-161840349,36.156738,-80.384237
4371,New Construction Plan,Single Family Residential,The Hudson,Pfafftown,NC,27040,321900.0,3.0,2.5,Skylark Acres,2069.0,,,,156.0,,NewHomeSource.com,Plan-161840350,36.156738,-80.384237
